RamanShift	Intensity
1908	177.6238
1909	168.7959
1910	180.6827
1911	211.1575
1912	229.8968
1913	232.8758
1914	223.9242
1915	211.5202
1916	199.7364
1917	185.6286
1918	174.0264
1919	168.0068
1920	169.2015
1921	175.3402
1922	177.2044
1923	179.1192
1924	179.6088
1925	167.1554
1926	159.5208
1927	174.4976
1928	195.6438
1929	210.6429
1930	215.9724
1931	214.1135
1932	212.6546
1933	212.2516
1934	198.4481
1935	147.5794
1936	106.9114
1937	107.1357
1938	124.6977
1939	152.1982
1940	168.5489
1941	188.2761
1942	206.8098
1943	222.2563
1944	212.928
1945	175.8865
1946	133.9655
1947	109.1852
1948	107.0866
1949	118.2974
1950	130.5642
1951	152.8855
1952	173.48
1953	181.3663
1954	180.6135
1955	171.6623
1956	155.8663
1957	145.9519
1958	151.1771
1959	152.5924
1960	154.0971
1961	166.7529
1962	176.7376
1963	174.8824
1964	161.7013
1965	142.0289
1966	126.0643
1967	113.6755
1968	106.2903
1969	90.6055
1970	90.63064
1971	112.6675
1972	128.9047
1973	139.996
1974	155.3518
1975	161.6666
1976	158.6329
1977	163.4557
1978	175.3999
1979	190.4077
1980	189.9341
1981	167.8369
1982	131.4788
1983	111.8788
1984	121.7352
1985	129.764
1986	140.2355
1987	152.3766
1988	176.7545
1989	191.252
1990	165.7458
1991	128.821
1992	108.313
1993	113.6545
1994	137.1938
1995	156.4042
1996	173.8087
1997	183.6322
1998	189.2665
1999	186.066
2000	175.6463
2001	158.4727
2002	141.7469
2003	131.4118
2004	118.6336
2005	108.3967
2006	106.8572
2007	119.3346
2008	138.9117
2009	147.4089
2010	140.5139
2011	124.3272
2012	110.369
2013	101.4636
2014	86.59074
2015	76.99625
2016	79.98909
2017	106.5795
2018	125.9875
2019	108.0916
2020	97.36101
2021	100.9295
2022	104.721
2023	113.9538
2024	128.4075
2025	151.3698
2026	170.8499
2027	175.9863
2028	164.6419
2029	141.6762
2030	122.6795
2031	98.66973
2032	77.75504
2033	81.11653
2034	100.4234
2035	116.8891
2036	133.3858
2037	141.2278
2038	137.5399
2039	130.8961
2040	126.0177
2041	119.777
2042	118.1833
2043	121.5601
2044	114.3643
2045	107.9545
2046	116.4722
2047	107.4655
2048	86.90121
2049	83.55718
2050	95.64606
