RamanShift	Intensity
1962	96.71996
1963	94.02
1964	87.72388
1965	81.41654
1966	80.10365
1967	77.18372
1968	77.07243
1969	90.857
1970	104.7935
1971	108.8682
1972	115.1253
1973	116.3202
1974	106.9893
1975	93.04188
1976	81.04308
1977	71.30283
1978	73.12672
1979	86.1799
1980	89.67802
1981	85.64733
1982	88.39166
1983	91.91875
1984	92.86943
1985	87.33481
1986	83.01116
1987	87.48516
1988	96.42767
1989	103.4126
1990	101.679
1991	95.3621
1992	90.07352
1993	91.46357
1994	96.78593
1995	100.075
1996	97.41755
1997	90.28913
1998	86.14603
1999	81.64886
2000	75.03563
